name	nbCladesAll	nbCladesSpec	cladesAll	cladesSpec
CY199105_B/Tauranga/7/2013_2013/06/30	1	1	2	2
CY196852_B/Tauranga/16/2013_2013/07/11	1	1	2	2
CY199777_B/North West Auckland/5/2013_2013/07/24	1	1	2	2
CY199393_B/Christchurch/523/2013_2013/08/27	1	1	2	2
LC033185_B/Niigata/13F064/2014_2014/02/05	1	1	2	2
CY199881_B/Wellington/11/2013_2013/09/19	1	1	2	2
CY198929_B/Auckland/14/2013_2013/07/29	1	1	2	2
CY198825_B/Christchurch/508/2013_2013/08/10	1	1	2	2
CY198297_B/Auckland/502/2013_2013/06/11	1	1	2	2
CY198209_B/South Auckland/5/2013_2013/05/05	1	1	2	2
CY199729_B/Auckland/546/2013_2013/09/11	1	1	2	2
CY199401_B/Christchurch/526/2013_2013/08/27	1	1	2	2
CY199801_B/South Auckland/41/2013_2013/09/05	1	1	2	2
CY199793_B/Waikato/16/2013_2013/08/16	1	1	2	2
CY199825_B/Waikato/20/2013_2013/08/21	1	1	2	2
CY199745_B/Auckland/550/2013_2013/10/01	1	1	2	2
CY199097_B/Tauranga/3/2013_2013/06/24	1	1	2	2
CY198793_B/Christchurch/509/2013_2013/08/12	1	1	2	2
CY199457_B/Christchurch/515/2013_2013/09/06	1	1	2	2
CY198889_B/Christhcurch/4/2013_2013/07/21	1	1	2	2
CY198905_B/Christhcurch/6/2013_2013/07/24	1	1	2	2
CY199889_B/Northland/3/2013_2013/09/20	1	1	2	2
CY198881_B/Tauranga/23/2013_2013/07/20	1	1	2	2
CY199753_B/Victoria/42/2013_2013/10/01	1	1	2	2
CY199657_B/Auckland/543/2013_2013/09/04	1	1	2	2
CY199505_B/Christchurch/517/2013_2013/09/16	1	1	2	2
CY199857_B/Waikato/40/2013_2013/09/14	1	1	2	2
CY200001_B/Waikato/44/2013_2013/09/28	1	1	2	2
CY198809_B/Christchurch/506/2013_2013/08/07	1	1	2	2
CY199441_B/Christchurch/529/2013_2013/08/31	1	1	2	2
CY199465_B/Christchurch/518/2013_2013/09/08	1	1	2	2
CY199809_B/Auckland/549/2013_2013/09/30	1	1	2	2
CY199017_B/South Auckland/37/2013_2013/07/04	1	1	2	2
CY197361_B/Auckland/3/2012_2012/05/14	1	1	2	2
CY197737_B/Brisbane/74/2012_2012/08/24	1	1	2	2
CY197577_B/South Auckland/22/2012_2012/07/13	1	1	2	2
CY196836_B/South Auckland/24/2012_2012/07/17	1	1	2	2
CY197033_B/South Auckland/3/2012_2012/05/05	1	1	2	2
CY197281_B/Victoria/809/2012_2012/08/02	1	1	2	2
CY198017_B/Waikato/9/2012_2012/09/17	1	1	2	2
CY197433_B/South Auckland/30/2012_2012/07/25	1	1	2	2
CY197929_B/Waikato/3/2012_2012/07/31	1	1	2	2
CY197505_B/South Auckland/10/2012_2012/07/03	1	1	2	2
CY196820_B/Waikato/1/2012_2012/05/23	1	1	2	2
CY197641_B/South Auckland/12/2012_2012/07/05	1	1	2	2
CY197441_B/South Auckland/31/2012_2012/07/25	1	1	2	2
CY197625_B/South Auckland/42/2012_2012/08/18	1	1	2	2
CY197449_B/South Auckland/32/2012_2012/07/28	1	1	2	2
CY197473_B/South Auckland/35/2012_2012/08/03	1	1	2	2
CY196828_B/South Auckland/16/2012_2012/07/09	1	1	2	2
CY197025_B/Victoria/4/2012_2012/06/25	1	1	2	2
CY197961_B/Waikato/5/2012_2012/08/15	1	1	2	2
CY198025_B/Wellington/14/2012_2012/09/17	1	1	2	2
CY197993_B/Wellington/12/2012_2012/09/03	1	1	2	2
CY196953_B/Perth/14/2012_2012/02/10	1	1	2	2
CY197041_B/South Auckland/4/2012_2012/06/05	1	1	2	2
CY197545_B/South Auckland/17/2012_2012/07/10	1	1	2	2
CY197489_B/South Auckland/37/2012_2012/08/05	1	1	2	2
CY198009_B/Waikato/8/2012_2012/09/14	1	1	2	2
CY197865_B/Brisbane/147/2012_2012/11/23	1	1	2	2
CY176193_B/New York/1355/2012_2012/04/14	1	1	2	2
CY199145_B/South Australia/41/2013_2013/08/28	1	1	2	2
CY176105_B/New York/1344/2012_2012/03/23	1	1	2	2
CY173817_B/New York/1375/2012_2012/05/04	1	1	2	2
CY197289_B/South Auckland/7/2012_2012/06/05	1	1	2	2
CY197593_B/South Auckland/38/2012_2012/08/08	1	1	2	2
CY197081_B/South Auckland/6/2012_2012/06/17	1	1	2	2
CY197089_B/Wellington/9/2012_2012/06/22	1	1	2	2
CY198281_B/Christchurch/1/2013_2013/01/18	1	1	2	2
KT725660_B/Thailand/CU-B9957/2014_2014/04/01	1	1	2	2
JX266905_B/Taiwan/94748/2012_2012/01/14	1	1	2	2
KC891715_B/Nebraska/01/2012_2012/02/22	1	1	2	2
KJ136201_B/Minnesota/04/2013_2013/04/08	1	1	2	2
JX266932_B/Taiwan/94815/2012_2012/03/02	1	1	2	2
KF216588_B/Alabama/02/2012_2012/09/25	1	1	2	2
KF216847_B/Georgia/04/2013_2013/01/15	1	1	2	2
KF217077_B/Mississippi/01/2013_2013/01/13	1	1	2	2
KF216565_B/Maryland/01/2013_2013/02/25	1	1	2	2
KC891693_B/Alaska/14/2012_2012/07/17	1	1	2	2
CY141292_B/Florida/3277/2013_2013/01/04	1	1	2	2
KF216941_B/Florida/57/2012_2012/12/28	1	1	2	2
KF216887_B/New York/02/2013_2013/02/03	1	1	2	2
KF216763_B/Ohio/01/2013_2013/01/14	1	1	2	2
CY141302_B/Nevada/3287/2013_2013/01/09	1	1	2	2
KJ136198_B/New Jersey/05/2013_2013/04/09	1	1	2	2
CY198769_B/Canberra/26/2013_2013/08/08	1	1	2	2
CY147239_B/Alaska/3347/2013_2013/03/15	1	1	2	2
KF216817_B/Missouri/04/2012_2012/10/15	1	1	2	2
KF216973_B/Missouri/04/2012_2012/10/15	1	1	2	2
CY147274_B/New York/3382/2013_2013/03/28	1	1	2	2
CY163431_B/Ohio/3443/2013_2013/02/21	1	1	2	2
CY147249_B/California/3357/2013_2013/03/16	1	1	2	2
KF216708_B/Kansas/02/2012_2012/12/04	1	1	2	2
KF216703_B/North Carolina/04/2013_2013/04/04	1	1	2	2
KF216731_B/North Carolina/06/2013_2013/04/04	1	1	2	2
CY147261_B/Texas/3369/2013_2013/03/19	1	1	2	2
KC891961_B/Wyoming/01/2012_2012/03/23	1	1	2	2
KF216567_B/Illinois/03/2013_2013/03/11	1	1	2	2
KF216549_B/Mississippi/02/2013_2013/03/04	1	1	2	2
CY147231_B/Florida/3339/2013_2013/03/14	1	1	2	2
CY147260_B/Florida/3368/2013_2013/03/19	1	1	2	2
CY163446_B/Hawaii/3458/2013_2013/05/23	1	1	2	2
KF216885_B/Missouri/03/2013_2013/02/06	1	1	2	2
CY163447_B/Hawaii/3459/2013_2013/05/23	1	1	2	2
KF217022_B/Illinois/01/2013_2013/01/14	1	1	2	2
CY134623_B/Illinois/3067/2012_2012/12/06	1	1	2	2
CY141296_B/Illinois/3281/2012_2012/12/18	1	1	2	2
KF216504_B/Indiana/02/2012_2012/11/16	1	1	2	2
KF216933_B/California/01/2013_2013/01/03	1	1	2	2
KF216977_B/New Mexico/03/2012_2012/11/03	1	1	2	2
CY141288_B/Colorado/3273/2013_2013/01/14	1	1	2	2
KF216559_B/Montana/02/2013_2013/03/06	1	1	2	2
CY147285_B/New York/3393/2013_2013/04/12	1	1	2	2
KF216891_B/Texas/05/2013_2013/02/12	1	1	2	2
CY147270_B/Washington/3378/2013_2013/03/26	1	1	2	2
CY147220_B/Colorado/3328/2013_2013/03/07	1	1	2	2
CY134621_B/Oklahoma/3065/2012_2012/12/05	1	1	2	2
KF886346_B/Illinois/NHRC394050/2013_2013/02/13	1	1	2	2
KF216635_B/Delaware/02/2013_2013/02/25	1	1	2	2
KF216664_B/Delaware/03/2013_2013/03/16	1	1	2	2
KF216811_B/North Carolina/07/2013_2013/04/07	1	1	2	2
KF217040_B/California/02/2013_2013/02/08	1	1	2	2
KF216883_B/California/03/2013_2013/02/08	1	1	2	2
KF216754_B/Florida/35/2012_2012/10/03	1	1	2	2
KF216514_B/Florida/51/2012_2012/12/03	1	1	2	2
KC892089_B/Delaware/09/2012_2012/06/02	1	1	2	2
KC891769_B/New Mexico/08/2011_2011/12/11	1	1	2	2
KC891914_B/Florida/06/2012_2012/05/23	1	1	2	2
KF018235_B/Gainesville/04/2012_2012/07/24	1	1	2	2
KF216944_B/Louisiana/02/2012_2012/12/29	1	1	2	2
KF216556_B/Michigan/28/2012_2012/12/23	1	1	2	2
KC891957_B/Mississippi/01/2012_2012/03/02	1	1	2	2
KF216641_B/Montana/04/2012_2012/09/22	1	1	2	2
KF216453_B/New Mexico/04/2012_2012/11/26	1	1	2	2
CY147282_B/New York/3390/2013_2013/04/08	1	1	2	2
CY147234_B/Oklahoma/3342/2013_2013/03/14	1	1	2	2
KF216773_B/Rhode Island/04/2012_2012/12/03	1	1	2	2
KC891993_B/Wisconsin/08/2012_2012/06/02	1	1	2	2
KF886331_B/California/NHRC394074/2013_2013/02/15	1	1	2	2
KF216954_B/Mississippi/03/2012_2012/11/04	1	1	2	2
KF216942_B/Mississippi/04/2012_2012/12/10	1	1	2	2
CY199417_B/Christchurch/522/2013_2013/08/28	1	1	2	2
CY199697_B/Midcentral/2/2013_2013/08/14	1	1	2	2
CY130168_B/Maryland/3039/2012_2012/10/16	1	1	2	2
KF216517_B/South Dakota/06/2012_2012/10/17	1	1	2	2
KF216980_B/Wyoming/05/2012_2012/10/23	1	1	2	2
KF216521_B/South Dakota/01/2012_2012/10/03	1	1	2	2
CY130170_B/South Dakota/3040/2012_2012/10/24	1	1	2	2
KF216646_B/North Carolina/05/2012_2012/12/04	1	1	2	2
CY141317_B/Texas/3302/2013_2013/01/09	1	1	2	2
KF216932_B/Utah/01/2013_2013/01/10	1	1	2	2
KF216820_B/Washington/14/2012_2012/10/20	1	1	2	2
CY147283_B/New York/3391/2013_2013/04/11	1	1	2	2
CY147235_B/Virginia/3343/2013_2013/03/14	1	1	2	2
CY147258_B/Delaware/3366/2013_2013/03/19	1	1	2	2
KC891748_B/Wisconsin/05/2012_2012/05/04	1	1	2	2
KC891599_B/Florida/20/2012_2012/07/18	1	1	2	2
KF216943_B/Massachusetts/09/2012_2012/12/28	1	1	2	2
KF199857_B/California/NHRC376319/2012_2012/11/28	1	1	2	2
KF216888_B/Minnesota/04/2012_2012/10/29	1	1	2	2
KF216892_B/North Carolina/02/2012_2012/10/31	1	1	2	2
KF216659_B/Oregon/04/2012_2012/12/31	1	1	2	2
CY197825_B/Singapore/30/2012_2012/11/28	1	1	2	2
KF217084_B/South Dakota/02/2013_2013/02/04	1	1	2	2
CY141320_B/Texas/3305/2013_2013/01/15	1	1	2	2
KF216621_B/South Dakota/07/2012_2012/10/20	1	1	2	2
KF216857_B/South Dakota/07/2012_2012/10/20	1	1	2	2
KF886316_B/California/NHRC394125/2013_2013/02/01	1	1	2	2
CY147266_B/Oklahoma/3374/2013_2013/03/21	1	1	2	2
KF216728_B/Utah/04/2013_2013/03/13	1	1	2	2
KF217021_B/Arizona/01/2013_2013/01/14	1	1	2	2
CY147271_B/Washington/3379/2013_2013/03/26	1	1	2	2
CY198401_B/Brisbane/15/2013_2013/06/03	1	1	2	2
KF216707_B/Virginia/04/2012_2012/12/17	1	1	2	2
CY147259_B/District of Columbia/3367/2013_2013/03/19	1	1	2	2
CY141305_B/New Jersey/3290/2013_2013/01/14	1	1	2	2
KC892080_B/New York/04/2012_2012/06/25	1	1	2	2
KF216872_B/Georgia/06/2013_2013/01/17	1	1	2	2
KF216940_B/West Virginia/02/2012_2012/12/18	1	1	2	2
CY147216_B/Mississippi/3324/2013_2013/03/05	1	1	2	2
CY147276_B/Mississippi/3384/2013_2013/04/01	1	1	2	2
KF216806_B/Iowa/06/2013_2013/04/02	1	1	2	2
KJ136167_B/Florida/05/2013_2013/05/01	1	1	2	2
CY147236_B/Virginia/3344/2013_2013/03/14	1	1	2	2
KF216564_B/Ohio/03/2013_2013/03/13	1	1	2	2
CY134624_B/Florida/3068/2012_2012/12/11	1	1	2	2
CY147227_B/Alaska/3335/2013_2013/03/13	1	1	2	2
KF216827_B/Florida/37/2012_2012/10/05	1	1	2	2
KF216830_B/Florida/37/2012_2012/10/05	1	1	2	2
KF216978_B/Florida/39/2012_2012/10/29	1	1	2	2
KF216459_B/North Carolina/01/2013_2013/01/29	1	1	2	2
CY147217_B/South Carolina/3325/2013_2013/03/05	1	1	2	2
KF216923_B/Florida/01/2013_2013/01/17	1	1	2	2
KF216979_B/North Dakota/02/2012_2012/11/02	1	1	2	2
KM100203_B/Thailand/CU-A605/2014_2014/01/07	1	1	2	2
CY199633_B/South Australia/89/2013_2013/10/23	1	1	2	2
CY141293_B/Florida/3278/2013_2013/01/15	1	1	2	2
CY163439_B/Washington/3451/2013_2013/04/16	1	1	2	2
CY201961_B/Brisbane/53/2014_2014/09/02	1	1	2	2
CY202433_B/Brisbane/60/2014_2014/09/18	1	1	2	2
CY163451_B/Hawaii/3463/2013_2013/05/23	1	1	2	2
KX269915_B/Malaysia/3050165375/2013_2013/05/21	1	1	2	2
KX269919_B/Malaysia/3120318925/2013_2013/12/09	1	1	2	2
CY199481_B/Christchurch/512/2013_2013/09/09	1	1	2	2
CY202561_B/Christchurch/536/2013_2013/10/10	1	1	2	2
CY199081_B/Waikato/3/2013_2013/06/07	1	1	2	2
KJ136195_B/New Hampshire/04/2013_2013/04/06	1	1	2	2
CY147242_B/Alaska/3350/2013_2013/03/15	1	1	2	2
KF216523_B/Ohio/06/2012_2012/11/19	1	1	2	2
KF216687_B/Ohio/06/2012_2012/11/19	1	1	2	2
KJ136170_B/Arizona/06/2013_2013/05/30	1	1	2	2
KF216824_B/Colorado/01/2012_2012/10/15	1	1	2	2
CY141285_B/Colorado/3270/2012_2012/12/20	1	1	2	2
KF216474_B/Utah/03/2013_2013/03/03	1	1	2	2
CY147277_B/Japan/3385/2013_2013/04/02	1	1	2	2
CY200105_B/Singapore/Tt571/2013_2013/07/16	1	1	2	2
CY163442_B/Guam/3454/2013_2013/04/30	1	1	2	2
CY163444_B/Japan/3456/2013_2013/05/09	1	1	2	2
KF216778_B/New York/11/2012_2012/09/12	1	1	2	2
KF216955_B/New York/12/2012_2012/10/19	1	1	2	2
KF216740_B/Delaware/10/2012_2012/10/07	1	1	2	2
CY147248_B/Oklahoma/3356/2013_2013/03/15	1	1	2	2
KJ532159_B/Hawaii/10/2013_2013/12/20	1	1	2	2
CY199617_B/Canberra/111/2013_2013/10/06	1	1	2	2
CY199073_B/Darwin/3/2013_2013/08/23	1	1	2	2
CY199769_B/Darwin/21/2013_2013/11/04	1	1	2	2
CY200065_B/Tasmania/35/2013_2013/12/14	1	1	2	2
KM063741_B/Utah/02/2014_2014/01/25	1	1	2	2
KF216772_B/Michigan/25/2012_2012/09/25	1	1	2	2
KC891607_B/Montana/02/2012_2012/01/30	1	1	2	2
KC891595_B/Minnesota/02/2012_2012/05/12	1	1	2	2
CY141283_B/Alaska/3268/2012_2012/12/28	1	1	2	2
CY163435_B/Kentucky/3447/2013_2013/02/19	1	1	2	2
KF217112_B/Missouri/05/2012_2012/11/13	1	1	2	2
CY141321_B/Texas/3306/2013_2013/01/16	1	1	2	2
CY147252_B/Texas/3360/2013_2013/03/18	1	1	2	2
CY147280_B/North Carolina/3388/2013_2013/04/05	1	1	2	2
CY147281_B/Washington/3389/2013_2013/04/06	1	1	2	2
CY163445_B/Hawaii/3457/2013_2013/05/23	1	1	2	2
KJ532158_B/Arkansas/01/2013_2013/12/29	1	1	2	2
CY147246_B/District of Columbia/3354/2013_2013/03/15	1	1	2	2
CY141297_B/Illinois/3282/2012_2012/12/17	1	1	2	2
CY147232_B/Kentucky/3340/2013_2013/03/14	1	1	2	2
CY147244_B/Florida/3352/2013_2013/03/15	1	1	2	2
KF216863_B/Illinois/01/2013_2013/01/14	1	1	2	2
CY198257_B/South Australia/18/2013_2013/07/02	1	1	2	2
KF216538_B/Kentucky/02/2013_2013/03/11	1	1	2	2
CY147238_B/Alaska/3346/2013_2013/03/15	1	1	2	2
KF886300_B/Illinois/NHRC395528/2013_2013/03/14	1	1	2	2
KJ136164_B/Alabama/02/2013_2013/05/22	1	1	2	2
CY147223_B/Alabama/3331/2013_2013/03/11	1	1	2	2
KF216644_B/Texas/17/2012_2012/10/03	1	1	2	2
KF216966_B/Texas/18/2012_2012/11/04	1	1	2	2
CY147237_B/Alabama/3345/2013_2013/03/15	1	1	2	2
CY199185_B/Canberra/400/2013_2013/08/22	1	1	2	2
KF216479_B/Florida/02/2013_2013/02/25	1	1	2	2
CY147218_B/Florida/3326/2013_2013/03/06	1	1	2	2
CY147214_B/Oklahoma/3322/2013_2013/03/04	1	1	2	2
KF216787_B/North Carolina/03/2013_2013/03/20	1	1	2	2
KF216663_B/Texas/24/2012_2012/11/27	1	1	2	2
KJ136134_B/Alaska/04/2013_2013/04/17	1	1	2	2
CY141313_B/Oklahoma/3298/2013_2013/01/09	1	1	2	2
KF886327_B/California/NHRC395519/2013_2013/03/11	1	1	2	2
CY198633_B/Canberra/20/2013_2013/07/31	1	1	2	2
KJ136243_B/Montana/03/2013_2013/04/30	1	1	2	2
KF217098_B/Nevada/07/2013_2013/03/15	1	1	2	2
KF217019_B/Oklahoma/02/2013_2013/01/22	1	1	2	2
CY147264_B/South Carolina/3372/2013_2013/03/20	1	1	2	2
KF216921_B/Texas/04/2013_2013/01/09	1	1	2	2
KP864172_B/British Columbia/02/2014_2014/02/03	1	1	2	2
KP864166_B/British Columbia/09/2014_2014/03/20	1	1	2	2
KP083464_B/British Columbia/18/2014_2014/03/12	1	1	2	2
KJ136128_B/Arizona/03/2013_2013/01/23	1	1	2	2
KJ136231_B/Michigan/01/2013_2013/03/01	1	1	2	2
CY141300_B/Louisiana/3285/2012_2012/12/20	1	1	2	2
KT734974_B/Michigan/07/2013_2013/03/28	1	1	2	2
KJ136219_B/Maryland/03/2013_2013/05/06	1	1	2	2
KJ136173_B/Hawaii/04/2013_2013/05/23	1	1	2	2
CY147287_B/Hawaii/3395/2013_2013/04/15	1	1	2	2
KJ532201_B/Hawaii/09/2013_2013/06/21	1	1	2	2
CY163448_B/Hawaii/3460/2013_2013/05/23	1	1	2	2
KF217118_B/Massachusetts/06/2012_2012/11/29	1	1	2	2
KJ136180_B/North Carolina/08/2013_2013/04/19	1	1	2	2
CY147286_B/Texas/3394/2013_2013/04/12	1	1	2	2
CY200441_B/Townsville/1/2014_2014/01/08	1	1	2	2
KP083465_B/British Columbia/19/2014_2014/03/12	1	1	2	2
KF217091_B/New Jersey/03/2013_2013/02/04	1	1	2	2
CY202401_B/Tasmania/7/2014_2014/09/08	1	1	2	2
KP864173_B/British Columbia/01/2014_2014/01/15	1	1	2	2
CY163437_B/Japan/3449/2013_2013/04/17	1	1	2	2
CY147233_B/Nevada/3341/2013_2013/03/14	1	1	2	2
KT734973_B/Michigan/06/2013_2013/03/18	1	1	2	2
KF886334_B/California/NHRC395522/2013_2013/03/14	1	1	2	2
CY141318_B/Texas/3303/2012_2012/12/22	1	1	2	2
KJ136234_B/Wyoming/04/2013_2013/04/03	1	1	2	2
KM063755_B/Idaho/01/2014_2014/02/01	1	1	2	2
KT725657_B/Thailand/CU-H3620/2014_2014/03/03	1	1	2	2
KX269925_B/Malaysia/4020025624/2014_2014/02/04	1	1	2	2
KX269916_B/Malaysia/3070223330/2013_2013/07/26	1	1	2	2
KM063769_B/Pennsylvania/01/2014_2014/01/04	1	1	2	2
CY198481_B/Perth/503/2013_2013/03/08	1	1	2	2
CY200369_B/Brisbane/131/2013_2013/12/03	1	1	2	2
CY199545_B/Brisbane/61/2013_2013/09/01	1	1	2	2
CY200025_B/Darwin/36/2013_2013/12/04	1	1	2	2
KJ532257_B/Nebraska/02/2013_2013/10/18	1	1	2	2
KJ136137_B/Hawaii/02/2013_2013/04/26	1	1	2	2
KJ136146_B/Nevada/08/2013_2013/05/01	1	1	2	2
CY147221_B/District of Columbia/3329/2013_2013/03/08	1	1	2	2
KT853519_B/Massachusetts/07/2014_2014/12/20	1	1	2	2
KJ532222_B/Florida/09/2013_2013/12/03	1	1	2	2
KY848344_B/Xiamen/N697/2012_2012/03/11	1	1	2	2
CY198201_B/Auckland/501/2013_2013/05/22	1	1	2	2
CY198849_B/Auckland/507/2013_2013/06/27	1	1	2	2
CY199025_B/Waikato/8/2013_2013/07/13	1	1	2	2
CY198249_B/Christchurch/2/2013_2013/06/16	1	1	2	2
CY198057_B/Sydney/502/2013_2013/03/22	1	1	2	2
CY197913_B/South Australia/12/2013_2013/03/22	1	1	2	2
CY199249_B/South Australia/51/2013_2013/09/13	1	1	2	2
CY198113_B/Christchurch/501/2013_2013/03/19	1	1	2	2
CY199449_B/Christchurch/513/2013_2013/09/06	1	1	2	2
CY200273_B/Singapore/Gp1942/2013_2013/12/05	1	1	2	2
CY198617_B/Singapore/Gp997/2013_2013/06/11	1	1	2	2
CY200241_B/Singapore/Tt716/2013_2013/10/22	1	1	2	2
CY198449_B/Perth/501/2013_2013/02/04	1	1	2	2
CY198313_B/South Auckland/3/2013_2013/12/17	1	1	2	2
CY198273_B/South Auckland/4/2013_2013/12/20	1	1	2	2
CY197065_B/Victoria/8/2012_2012/07/04	1	1	2	2
CY198345_B/Brisbane/8/2013_2013/04/27	1	1	2	2
CY198817_B/Christchurch/507/2013_2013/08/08	1	1	2	2
CY172159_B/Chicago/YGB_04011/2013_2013/02/20	1	1	2	2
CY196860_B/Auckland/523/2013_2013/07/12	1	1	2	2
CY198457_B/Perth/502/2013_2013/03/01	1	1	2	2
CY199377_B/Newcastle/31/2013_2013/09/20	1	1	2	2
CY198321_B/Wellington/1/2013_2013/05/01	1	1	2	2
CY196868_B/Sydney/503/2013_2013/08/28	1	1	2	2
CY200033_B/Brisbane/112/2013_2013/10/31	1	1	2	2
CY199281_B/Sydney/1014/2013_2013/09/23	1	1	2	2
CY200473_B/Townsville/2/2014_2014/02/10	1	1	2	2
CY198417_B/Canberra/9/2013_2013/07/03	1	1	2	2
CY198737_B/Sydney/33/2013_2013/06/27	1	1	2	2
CY199625_B/Tasmania/25/2013_2013/10/14	1	1	2	2
CY176217_B/New York/1358/2012_2012/04/07	1	1	2	2
CY200385_B/Brisbane/134/2013_2013/12/16	1	1	2	2
CY198753_B/Victoria/22/2013_2013/08/13	1	1	2	2
CY200337_B/Darwin/4/2014_2014/01/12	1	1	2	2
CY198097_B/Victoria/500/2013_2013/05/01	1	1	2	2
CY200561_B/Perth/117/2013_2013/11/27	1	1	2	2
CY199161_B/Perth/81/2013_2013/08/19	1	1	2	2
CY199665_B/Townsville/10/2013_2013/09/30	1	1	2	2
CY199201_B/Tasmania/4/2013_2013/09/11	1	1	2	2
CY199577_B/Darwin/14/2013_2013/10/12	1	1	2	2
CY199953_B/Brisbane/97/2013_2013/10/05	1	1	2	2
CY198225_B/South Auckland/12/2013_2013/06/01	1	1	2	2
CY199345_B/Victoria/40/2013_2013/09/09	1	1	2	2
CY197889_B/Brisbane/149/2012_2012/12/14	1	1	2	2
CY198153_B/Victoria/508/2013_2013/06/05	1	1	2	2
CY198065_B/Tasmania/1/2013_2013/04/20	1	1	2	2
CY199129_B/Brisbane/38/2013_2013/07/29	1	1	2	2
CY200281_B/Singapore/Gp1137/2013_2013/07/10	1	1	2	2
CY198521_B/Singapore/Tt185/2013_2013/03/05	1	1	2	2
CY201761_B/Victoria/1/2014_2014/07/21	1	1	2	2
CY200681_B/Brisbane/16/2014_2014/05/13	1	1	2	2
CY200465_B/Brisbane/5/2014_2014/02/07	1	1	2	2
