name	nbCladesAll	nbCladesSpec	cladesAll	cladesSpec
JX309683_A/Singapore/KK495/2010_2010/07/14	1	1	4	4
JX309927_A/Singapore/TT488/2010_2010/12/21	1	1	4	4
JX309687_A/Singapore/KK499/2010_2010/07/19	1	1	4	4
JX309167_A/Singapore/TT106/2010_2010/02/08	1	1	4	4
JX309551_A/Singapore/GP2830/2010_2010/06/02	1	1	4	4
JX309575_A/Singapore/TT335/2010_2010/06/09	1	1	4	4
JX309469_A/Singapore/GP1976/2010_2010/05/06	1	1	4	4
JX308993_A/Singapore/GP329/2010_2010/01/20	1	1	4	4
JX309274_A/Singapore/GP903/2010_2010/03/12	1	1	4	4
JX309350_A/Singapore/GP1338/2010_2010/04/16	1	1	4	4
JX309341_A/Singapore/GP1382/2010_2010/04/19	1	1	4	4
JX309527_A/Singapore/CC03/2010_2010/06/03	1	1	4	4
JX309223_A/Singapore/GP1035/2010_2010/03/30	1	1	4	4
JX309041_A/Singapore/GP398/2010_2010/01/25	1	1	4	4
JX309471_A/Singapore/GP2638/2010_2010/05/26	1	1	4	4
JX309217_A/Singapore/GP1012/2010_2010/03/29	1	1	4	4
JX309347_A/Singapore/GP1304/2010_2010/04/15	1	1	4	4
JX309417_A/Singapore/SS05/2010_2010/05/05	1	1	4	4
JX309400_A/Singapore/TT278/2010_2010/05/27	1	1	4	4
JX309784_A/Singapore/GP3956/2010_2010/09/02	1	1	3	3
JX309858_A/Singapore/GP4266/2010_2010/10/09	1	1	3	3
JX309776_A/Singapore/GP4183/2010_2010/09/28	1	1	3	3
JX309389_A/Singapore/TT134/2010_2010/04/01	1	1	3	3
JX309650_A/Singapore/GP3563/2010_2010/07/19	1	1	4	4
JX309178_A/Singapore/GP643/2010_2010/02/05	1	1	4	4
JX309666_A/Singapore/GP3667/2010_2010/07/27	1	1	6	6
JX309623_A/Singapore/GP3395/2010_2010/07/06	1	1	4	4
JX309630_A/Singapore/GP3442/2010_2010/07/09	1	1	4	4
JX309760_A/Singapore/GP3828/2010_2010/08/18	1	1	4	4
JX309731_A/Singapore/TT414/2010_2010/07/14	1	1	4	4
KC488879_A/Chita/RII08/2012_2012/02/24	1	1	3	3
KF897801_A/Limoges/1159/2010_2010/12/22	1	1	3	3
KF897785_A/Lyon/52.16/2010_2010/12/26	1	1	3	3
JX309800_A/Singapore/GP4138/2010_2010/09/22	1	1	3	3
JX309792_A/Singapore/GP4099/2010_2010/09/20	1	1	3	3
MN251005_A/MUWRP-Uganda/344/2011_2011/01/25	1	1	3	3
KJ690440_A/Uganda/MUWRP-236/2010_2010/12/17	1	1	3	3
MN250995_A/MUWRP-Uganda/345/2011_2011/04/19	1	1	3	3
KJ690495_A/Uganda/MUWRP-233/2010_2010/12/09	1	1	3	3
KJ690534_A/Uganda/MUWRP-240/2011_2011/02/07	1	1	3	3
KJ690511_A/Uganda/MUWRP-243/2011_2011/04/11	1	1	3	3
JX309752_A/Singapore/GP3760/2010_2010/08/11	1	1	3	3
KM654831_A/Connecticut/Flu187/2011_2011/02/23	1	1	3	3
KM213277_A/Oman/SQUH-51/2012_2012/11/23	1	1	6	6
KY926069_A/Rio Grande/LACENRS-2092/2013_2013/07/05	1	1	6	6
KY925735_A/Cachoeirinha/LACENRS-1083/2012_2012/07/10	1	1	6	6
KY924956_A/Porto Alegre/LACENRS-1820/2012_2012/07/23	1	1	6	6
KY924991_A/Porto Alegre/LACENRS-2274/2012_2012/07/27	1	1	6	6
KY925669_A/Rolante/LACENRS-2641/2012_2012/08/10	1	1	6	6
KY925274_A/Tres Coroas/LACENRS-1810/2012_2012/07/23	1	1	6	6
KY925052_A/Cruz Alta/LACENRS-892/2012_2012/07/06	1	1	6	6
KY926225_A/Santo Antonio da Patrulha/LACENRS-2621/2012_2012/08/10	1	1	6	6
KY926273_A/Porto Alegre/LACENRS-2577/2012_2012/08/08	1	1	6	6
KY926261_A/Porto Alegre/LACENRS-908/2012_2012/07/06	1	1	6	6
KY925086_A/Sao Gabriel/LACENRS-1085/2012_2012/07/10	1	1	6	6
KY925238_A/Viamao/LACENRS-877/2012_2012/07/06	1	1	6	6
KY926282_A/Osorio/LACENRS-2158/2012_2012/07/26	1	1	6	6
KY926276_A/Vera Cruz/LACENRS-2842/2012_2012/08/23	1	1	6	6
KY925702_A/Porto Alegre/LACENRS-2357/2012_2012/07/30	1	1	6	6
KY925299_A/Vacaria/LACENRS-967/2012_2012/07/06	1	1	6	6
KY926270_A/Caxias do Sul/LACENRS-1186/2011_2011/08/31	1	1	6	6
KY925931_A/Caibate/LACENRS-903/2012_2012/07/08	1	1	6	6
KY926026_A/Sao Gabriel/LACENRS-1809/2012_2012/07/23	1	1	6	6
KY925543_A/Sao Jose do Inhacora/LACENRS-2082/2012_2012/07/25	1	1	6	6
KF041873_A/Para/118464/2012_2012/04/19	1	1	6	6
KY925938_A/Cruz Alta/LACENRS-893/2012_2012/07/06	1	1	6	6
KY925560_A/Passo Fundo/LACENRS-2459/2013_2013/07/14	1	1	6	6
KY925319_A/Camaqua/LACENRS-623/2011_2011/07/01	1	1	6	6
KY925765_A/Porto Alegre/LACENRS-1292/2011_2011/08/05	1	1	6	6
KY925919_A/Chuvisca/LACENRS-287/2011_2011/06/16	1	1	6	6
KY925491_A/Pelotas/LACENRS-604/2011_2011/06/30	1	1	6	6
CY120925_A/Guangdong/13/2011_2011/02/15	1	1	7	7
CY120950_A/Guangdong/67/2011_2011/02/22	1	1	7	7
CY120940_A/Guangdong/39/2011_2011/02/28	1	1	7	7
CY120946_A/Guangdong/47/2011_2011/02/25	1	1	7	7
CY091702_A/Singapore/KK105/2011_2011/02/11	1	1	7	7
CY124713_A/Singapore/KK157/2011_2011/03/28	1	1	7	7
CY091716_A/Singapore/TT160/2011_2011/02/25	1	1	7	7
CY124769_A/Singapore/TT138/2011_2011/02/15	1	1	7	7
CY124801_A/Singapore/TT198/2011_2011/04/11	1	1	7	7
CY124585_A/Singapore/GP627/2011_2011/02/21	1	1	7	7
CY124776_A/Singapore/TT157/2011_2011/02/23	1	1	7	7
CY124544_A/Singapore/GP414/2011_2011/02/01	1	1	7	7
CY089463_A/Thailand/CU-H2911/2011_2011/01/20	1	1	7	7
CY124642_A/Singapore/GP846/2011_2011/03/22	1	1	7	7
CY124744_A/Singapore/KK75/2011_2011/01/31	1	1	7	7
CY091718_A/Singapore/TT164/2011_2011/03/03	1	1	7	7
CY124757_A/Singapore/TT108/2011_2011/02/01	1	1	7	7
KF897777_A/La Reunion/803/2010_2010/09/14	1	1	6	6
JX309590_A/Singapore/GP2892/2010_2010/06/03	1	1	6	6
JX309840_A/Singapore/GP4217/2010_2010/10/04	1	1	6	6
KF897809_A/Lyon/1.12/2011_2011/01/01	1	1	6	6
CY091676_A/Singapore/GP4670/2010_2010/12/30	1	1	6	6
JX309989_A/Singapore/KK744/2010_2010/12/27	1	1	7	7
JX309957_A/Singapore/GP4549/2010_2010/12/07	1	1	7	7
CY124735_A/Singapore/KK26/2011_2011/01/10	1	1	7	7
JX309997_A/Singapore/TT495/2010_2010/12/17	1	1	7	7
CY091708_A/Singapore/KK68/2011_2011/01/25	1	1	7	7
CY124726_A/Singapore/KK166/2011_2011/04/18	1	1	7	7
CY124739_A/Singapore/KK35/2011_2011/01/12	1	1	7	7
CY091720_A/Singapore/TT5/2011_2011/01/03	1	1	7	7
CY091678_A/Singapore/GP4682/2010_2010/12/31	1	1	7	7
KY926352_A/Pelotas/LACENRS-1188/2011_2011/08/01	1	1	6	6
KY926188_A/Viamao/LACENRS-1400/2011_2011/08/22	1	1	6	6
CY091692_A/Singapore/GP511/2011_2011/02/11	1	1	7	7
JX309991_A/Singapore/KK750/2010_2010/12/30	1	1	7	7
KF612087_A/Santa Cruz/0181/2011_2011/09/30	1	1	6	6
KF612081_A/Santa Cruz/2083/2011_2011/10/31	1	1	6	6
KF612083_A/Santa Cruz/9083/2011_2011/10/31	1	1	6	6
KF612085_A/Santa Cruz/7992/2011_2011/10/12	1	1	6	6
KF612084_A/Santa Cruz/4613/2011_2011/10/14	1	1	6	6
KF612086_A/Santa Cruz/0223/2011_2011/10/17	1	1	6	6
KF612088_A/Santa Cruz/111/2012_2012/03/08	1	1	6	6
KF612089_A/Santa Cruz/831/2012_2012/03/13	1	1	6	6
KF612090_A/Santa Cruz/5214/2011_2011/12/12	1	1	6	6
KF612099_A/Santa Cruz/5873/2011_2011/10/31	1	1	6	6
KF612091_A/Santa Cruz/541/2012_2012/03/15	1	1	6	6
KF612082_A/Santa Cruz/7941/2011_2011/09/29	1	1	6	6
JQ396236_A/Kenya/139/2011_2011/03/01	1	1	6	6
KM654808_A/Connecticut/Flu184/2011_2011/02/22	1	1	6	6
KY925600_A/Porto Alegre/LACENRS-830/2011_2011/07/13	1	1	6	6
JQ396220_A/Kenya/119/2011_2011/03/10	1	1	6	6
JQ396223_A/Kenya/122/2011_2011/07/11	1	1	6	6
JQ396243_A/Kenya/150/2011_2011/07/05	1	1	6	6
JQ396242_A/Kenya/149/2011_2011/06/10	1	1	6	6
JQ396224_A/Kenya/125/2011_2011/03/09	1	1	6	6
JQ396229_A/Kenya/130/2011_2011/06/09	1	1	6	6
JQ396233_A/Kenya/136/2011_2011/08/01	1	1	6	6
JQ396239_A/Kenya/146/2011_2011/04/18	1	1	6	6
JQ396241_A/Kenya/148/2011_2011/05/20	1	1	6	6
JQ396240_A/Kenya/147/2011_2011/05/19	1	1	6	6
JQ396231_A/Kenya/132/2011_2011/04/08	1	1	6	6
JQ396238_A/Kenya/145/2011_2011/04/05	1	1	6	6
JQ396232_A/Kenya/134/2011_2011/07/04	1	1	6	6
JQ396227_A/Kenya/128/2011_2011/03/31	1	1	6	6
JQ396228_A/Kenya/129/2011_2011/03/31	1	1	6	6
JQ396237_A/Kenya/143/2011_2011/03/15	1	1	6	6
MN250979_A/MUWRP-Uganda/346/2011_2011/09/01	1	1	6	6
MN250959_A/MUWRP-Uganda/347/2011_2011/09/07	1	1	6	6
JQ396222_A/Kenya/121/2011_2011/05/30	1	1	6	6
JQ396225_A/Kenya/126/2011_2011/03/11	1	1	6	6
JQ396230_A/Kenya/131/2011_2011/07/08	1	1	6	6
JQ396244_A/Kenya/151/2011_2011/07/05	1	1	6	6
JQ396226_A/Kenya/127/2011_2011/03/17	1	1	6	6
JQ396235_A/Kenya/138/2011_2011/06/21	1	1	6	6
MN250971_A/MUWRP-Uganda/350/2011_2011/11/28	1	1	6	6
CY176570_A/Aarhus/INS3_653/2011_2011/01/25	1	1	6	6
MK731565_A/New York/WC-LVD-11-025/2011_2011/02/27	1	1	6	6
MK731613_A/New York/WC-LVD-11-032/2011_2011/04/13	1	1	6	6
MK731621_A/New York/WC-LVD-11-033/2011_2011/04/12	1	1	6	6
CY167580_A/Tennessee/F2041/2011_2011/02/11	1	1	6	6
MK731637_A/New York/WC-LVD-11-037/2011_2011/02/10	1	1	6	6
CY181769_A/Nicaragua/AGA2-28/2011_2011/10/09	1	1	6	6
CY181801_A/Nicaragua/AGA2-33/2011_2011/10/13	1	1	6	6
CY181993_A/Nicaragua/AGA2-60/2011_2011/10/30	1	1	6	6
CY091674_A/Singapore/GP4610/2010_2010/12/20	1	1	6	6
CY176602_A/Westmead/INS3_659/2011_2011/06/24	1	1	6	6
MK731549_A/New York/WC-LVD-11-022/2011_2011/02/18	1	1	6	6
CY176666_A/Darlinghurst/INS3_667/2011_2011/07/25	1	1	6	6
CY129750_A/Darlinghurst/INS575/2011_2011/07/13	1	1	6	6
MK731557_A/New York/WC-LVD-11-023/2011_2011/02/20	1	1	6	6
CY129918_A/Aarhus/INS610/2011_2011/01/21	1	1	6	6
CY176474_A/Athens/INS3_641/2011_2011/01/27	1	1	6	6
CY129550_A/Tallinn/INS616/2011_2011/01/26	1	1	6	6
CY129958_A/Tallinn/INS618/2011_2011/02/01	1	1	6	6
CY129886_A/Tessenderlo/INS604/2011_2011/02/21	1	1	6	6
CY129451_A/Athens/INS559/2011_2011/01/28	1	1	6	6
CY129934_A/Aarhus/INS613/2011_2011/01/20	1	1	6	6
CY129546_A/Aarhus/INS614/2011_2011/01/13	1	1	6	6
CY129646_A/Sheffield/INS545/2011_2011/01/05	1	1	6	6
CY129485_A/Athens/INS570/2011_2011/02/27	1	1	6	6
CY129894_A/Cologne/INS605/2011_2011/02/11	1	1	6	6
MK731501_A/New York/WC-LVD-11-024/2011_2011/02/25	1	1	6	6
CY129942_A/Aarhus/INS615/2011_2011/02/04	1	1	6	6
CY129590_A/Bonn/INS533/2011_2011/02/08	1	1	6	6
CY176442_A/Dayton/INS3_634/2011_2011/01/21	1	1	6	6
MK731581_A/New York/WC-LVD-11-027/2011_2011/03/08	1	1	6	6
CY129846_A/Headington/INS595/2011_2011/01/22	1	1	6	6
CY176802_A/Athens/INS3_697/2011_2011/01/19	1	1	6	6
CY129630_A/Munich/INS540/2011_2011/02/10	1	1	6	6
CY167309_A/Tennessee/F2085/2011_2011/03/17	1	1	6	6
CY167748_A/Tennessee/F2090/2011_2011/03/31	1	1	6	6
CY129678_A/Athens/INS553/2011_2011/02/01	1	1	6	6
CY129702_A/Athens/INS562/2011_2011/02/04	1	1	6	6
CY129459_A/Athens/INS566/2011_2011/02/12	1	1	6	6
CY134537_A/Boston/DOA43/2011_2011/02/14	1	1	6	6
CY176546_A/Headington/INS3_650/2011_2011/01/05	1	1	6	6
CY167492_A/Tennessee/F2014/2011_2011/01/14	1	1	6	6
CY167476_A/Tennessee/F2008c07A/2010_2010/12/16	1	1	6	6
CY129606_A/Cologne/INS537/2011_2011/02/18	1	1	6	6
CY176405_A/Brighton/INS3_669/2011_2011/01/26	1	1	6	6
CY167724_A/Tennessee/F2083C/2011_2011/04/13	1	1	6	6
CY176634_A/Westmead/INS3_663/2011_2011/07/25	1	1	6	6
KJ955511_A/Ho Chi Minh/1137.2/2011_2011/02/23	1	1	6	6
CY181737_A/Nicaragua/AGA2-24/2011_2011/10/05	1	1	6	6
CY181753_A/Nicaragua/AGA2-26/2011_2011/10/05	1	1	6	6
CY181889_A/Nicaragua/AGA2-46/2011_2011/10/22	1	1	6	6
CY181921_A/Nicaragua/AGA2-50/2011_2011/10/23	1	1	6	6
CY182033_A/Nicaragua/AGA2-66/2011_2011/11/07	1	1	6	6
CY182009_A/Nicaragua/AGA2-62/2011_2011/11/02	1	1	6	6
CY182065_A/Nicaragua/AGA2-70/2011_2011/11/11	1	1	6	6
CY182097_A/Nicaragua/AGA2-77/2011_2011/11/29	1	1	6	6
CY182121_A/Nicaragua/AGA2-80/2011_2011/12/15	1	1	6	6
CY182137_A/Nicaragua/AGA2-83/2011_2011/12/27	1	1	6	6
CY181857_A/Nicaragua/AGA2-42/2011_2011/10/20	1	1	6	6
CY181817_A/Nicaragua/AGA2-36/2011_2011/10/15	1	1	6	6
CY181833_A/Nicaragua/AGA2-39/2011_2011/10/18	1	1	6	6
CY167756_A/Tennessee/F2090A/2011_2011/04/04	1	1	6	6
CY176810_A/Athens/INS3_699/2011_2011/01/28	1	1	6	6
CY176578_A/Aarhus/INS3_654/2011_2011/01/14	1	1	7	7
CY176770_A/Kowloon/INS3_689/2011_2011/01/28	1	1	7	7
CY167468_A/Tennessee/F2005A/2010_2010/12/10	1	1	7	7
CY176642_A/Westmead/INS3_664/2011_2011/07/21	1	1	7	7
CY129710_A/Athens/INS564/2011_2011/02/11	1	1	7	7
CY129565_A/Kowloon/INS625/2011_2011/01/27	1	1	7	7
CY129990_A/Kowloon/INS629/2011_2011/02/24	1	1	7	7
CY129782_A/Bangkok/INS583/2010_2010/09/16	1	1	7	7
CY129806_A/Khon Kaen/INS586/2010_2010/09/01	1	1	7	7
CY129838_A/Headington/INS593/2011_2011/01/10	1	1	7	7
CY129966_A/Tallinn/INS619/2011_2011/02/02	1	1	7	7
CY129582_A/Kowloon/INS531/2011_2011/02/15	1	1	7	7
CY134489_A/Boston/DOA30/2011_2011/01/27	1	1	7	7
CY134521_A/Boston/DOA39/2011_2011/02/12	1	1	7	7
CY176466_A/Khon Kaen/INS3_640/2010_2010/09/23	1	1	7	7
CY176554_A/Headington/INS3_651/2011_2011/01/12	1	1	7	7
CY176778_A/Kowloon/INS3_691/2011_2011/01/26	1	1	7	7
CY176794_A/Kowloon/INS3_693/2011_2011/02/16	1	1	7	7
CY176514_A/Melbourne/INS3_646/2011_2011/08/19	1	1	7	7
CY176674_A/Melbourne/INS3_670/2011_2011/08/11	1	1	7	7
CY176762_A/Kowloon/INS3_688/2011_2011/02/08	1	1	7	7
CY176786_A/Kowloon/INS3_692/2011_2011/03/07	1	1	7	7
CY176594_A/Warsaw/INS3_657/2011_2011/02/08	1	1	7	7
CY129573_A/Kowloon/INS628/2011_2011/03/03	1	1	7	7
HQ891281_A/Vladivistok/7/2010_2010/12/03	1	1	7	7
CY091620_A/Kaliningrad/RII4/2011_2011/01/27	1	1	7	7
JN704791_A/Cheboksary/IIV-92/2011_2011/02/22	1	1	6	6
CY091613_A/Saint-Petersburg/RII166/2011_2011/02/21	1	1	6	6
CY091616_A/Murmansk/RII1/2011_2011/01/26	1	1	6	6
JN129269_A/Moscow/IIV-83/2011_2011/01/22	1	1	6	6
CY091597_A/Saint-Petersburg/RII174/2011_2011/03/05	1	1	6	6
JN153087_A/Vladimir/IIV-35/2011_2011/01/31	1	1	6	6
JF682629_A/Czech Republic/1/2011_2011/01/25	1	1	6	6
CY129926_A/Aarhus/INS612/2011_2011/01/19	1	1	6	6
CY129718_A/Athens/INS569/2011_2011/02/25	1	1	6	6
CY111374_A/Boston/DOA70/2011_2011/03/03	1	1	6	6
CY092904_A/Georgia/NHRC0001/2011_2011/01/27	1	1	6	6
CY092409_A/Sydney/DD3-48/2010_2010/09/16	1	1	6	6
CY092590_A/Sydney/DD3-26/2010_2010/10/12	1	1	6	6
CY092718_A/Sydney/DD3-52/2010_2010/10/05	1	1	6	6
CY111278_A/Boston/DOA35/2011_2011/02/07	1	1	6	6
CY092864_A/Sydney/DD3-59/2011_2011/01/18	1	1	6	6
CY111398_A/Boston/DOA73/2011_2011/03/08	1	1	6	6
CY092393_A/Sydney/DD3-32/2010_2010/10/06	1	1	6	6
CY092417_A/Missouri/NHRC0001/2011_2011/01/25	1	1	6	6
CY111254_A/Boston/DOA21/2011_2011/01/27	1	1	6	6
CY092550_A/Sydney/DD3-17/2010_2010/09/20	1	1	6	6
CY092401_A/Sydney/DD3-46/2010_2010/09/14	1	1	6	6
CY096290_A/Bangkok/INS477/2010_2010/08/11	1	1	7	7
CY096513_A/Bangkok/INS514/2010_2010/09/01	1	1	7	7
CY092856_A/Sydney/DD3-58/2011_2011/01/10	1	1	7	7
CY092896_A/South Carolina/NHRC0002/2011_2011/01/29	1	1	7	7
JN566140_A/Philippines/TMC11-9/2011_2011/01/17	1	1	7	7
CY111294_A/Boston/DOA44/2011_2011/02/15	1	1	6	6
CY111262_A/Boston/DOA22/2011_2011/02/01	1	1	7	7
CY075919_A/Nanded/NIV29214/2010_2010/05/21	1	1	6	6
CY176397_A/Warsaw/INS3_658/2011_2011/02/23	1	1	6	6
KC882232_A/Alabama/02/2011_2011/01/04	1	1	6	6
KC881910_A/Michigan/02/2011_2011/02/23	1	1	6	6
KC882278_A/Michigan/03/2011_2011/03/30	1	1	6	6
KC881637_A/Alabama/14/2010_2010/12/28	1	1	6	6
LN850719_A/England/04980053/2010_2010/11/30	1	1	6	6
LN846526_A/England/697/2010_2010/12/14	1	1	6	6
KC882029_A/Kentucky/08/2010_2010/10/11	1	1	6	6
LN846375_A/England/05120003/2010_2010/12/16	1	1	6	6
LN850133_A/England/21680633/2010_2010/12/15	1	1	6	6
KC881615_A/California/07/2011_2011/01/27	1	1	6	6
JX625662_A/England/04640543/2010_2010/11/14	1	1	6	6
JX625894_A/England/05080815/2010_2010/12/14	1	1	6	6
JX625934_A/England/05140214/2010_2010/12/20	1	1	6	6
LN867852_A/England/05140847/2010_2010/12/17	1	1	6	6
KC882263_A/Kentucky/16/2010_2010/12/06	1	1	6	6
KC842170_A/Kordestan/5723/2011_2011/03/05	1	1	6	6
KC882295_A/Missouri/03/2011_2011/03/09	1	1	6	6
KC882096_A/North Carolina/14/2010_2010/11/22	1	1	6	6
