name	nbCladesAll	nbCladesSpec	cladesAll	cladesSpec
KM208515	1	1	3c	3c
KM208517	1	1	3c	3c
KC892665	1	1	3c	3c
KP335890	1	1	3c	3c
KF551075	1	1	3c	3c
KP638206	1	1	3c	3c
KF598743	1	1	3c	3c
KP335867	1	1	3c	3c
KP335883	1	1	3c	3c
KP638198	1	1	3c	3c
KM208519	1	1	3c	3c
KC892588	1	1	3c	3c
KC893110	1	1	3c	3c
KP335875	1	1	3c	3c
KT889145	1	1	3c	3c
KC892184	1	1	3c	3c
KC892991	1	1	3c	3c
KF598733	1	1	3c	3c
KC892450	1	1	3c	3c
KF886322	1	1	3c	3c
KC893120	1	1	3c	3c
KF790229	1	1	3c	3c
KF790432	1	1	3c	3c
KF789667	1	1	3c	3c
KM208529	1	1	3c	3c
KM208526	1	1	3c	3c
KM208518	1	1	3c	3c
KP335879	1	1	3c	3c
KP335885	1	1	3c	3c
KC892968	1	1	3c	3c
KT889149	1	1	3c	3c
KT889140	1	1	3c	3c
KC892471	1	1	3c	3c
KC892495	1	1	3c	3c
KC135500	1	1	3c	3c
KC135508	1	1	3c	3c
KC135504	1	1	3c	3c
KC135510	1	1	3c	3c
KC135506	1	1	3c	3c
KC892248	1	1	3c	3c
KC892309	1	1	3c	3c
KP638190	1	1	3c	3c
KC135512	1	1	3c	3c
KT889146	1	1	3c	3c
MF441086	1	1	3c	3c
KC892641	1	1	3c	3c
KC892685	1	1	3c	3c
KC892544	1	1	3c	3c
KC893113	1	1	3c	3c
KM208520	1	1	3c	3c
KT889130	1	1	3c	3c
KT889155	1	1	3c	3c
MF441097	1	1	3c	3c
MF441103	1	1	3c	3c
MF441072	1	1	3c	3c
MF441098	1	1	3c	3c
MF441090	1	1	3c	3c
MF441073	1	1	3c	3c
MF441099	1	1	3c	3c
MF441074	1	1	3c	3c
MF441096	1	1	3c	3c
MF441080	1	1	3c	3c
MF441076	1	1	3c	3c
MF441095	1	1	3c	3c
MF441083	1	1	3c	3c
MF441087	1	1	3c	3c
KT888639	1	1	3c	3c
MF441100	1	1	3c	3c
MF441070	1	1	3c	3c
KC892523	1	1	3c	3c
KM208514	1	1	3c	3c
KM208513	1	1	3c	3c
KC892772	1	1	3c	3c
KC893140	1	1	3c	3c
KC892570	1	1	3c	3c
KF789697	1	1	3c	3c
KJ567656	1	1	3c	3c
KJ567657	1	1	3c	3c
KT888632	1	1	3c	3c
KT889253	1	1	3c	3c
KC892541	1	1	3c	3c
KM208523	1	1	3c	3c
KM208524	1	1	3c	3c
KT889249	1	1	3c	3c
KC892157	1	1	3c	3c
KF789993	1	1	3c	3c
KF789999	1	1	3c	3c
KC893145	1	1	3c	3c
KF790171	1	1	3c	3c
KF790223	1	1	3c	3c
KF789990	1	1	3c	3c
KF790228	1	1	3c	3c
KF789668	1	1	3c	3c
KF789870	1	1	3c	3c
KF761498	1	1	3c	3c
KF790262	1	1	3c	3c
KF685747	1	1	3c	3c
KF790461	1	1	3c	3c
KR611834	1	1	3c	3c
KF790430	1	1	3c	3c
KC135498	1	1	3c	3c
KC892691	1	1	3c	3c
KC892727	1	1	3c	3c
KC892954	1	1	3c	3c
KC892600	1	1	3c	3c
KC893164	1	1	3c	3c
KC893004	1	1	3c	3c
KF789696	1	1	3c	3c
KC892601	1	1	3c	3c
KC892238	1	1	3c	3c
KM244546	1	1	3c	3c
KF790088	1	1	3c	3c
KF790524	1	1	3c	3c
KP335900	1	1	3c	3c
KP335897	1	1	3c	3c
KP335901	1	1	3c	3c
KJ848674	1	1	3c	3c
KJ577149	1	1	3c	3c
KY328788	1	1	3c	3c
KP335891	1	1	3c	3c
KC893133	1	1	3c	3c
CY141253	1	1	3c	3c
KC999475	1	1	3c	3c
KF790100	1	1	3c	3c
KC526207	1	1	3c	3c
CY141259	1	1	3c	3c
KT734907	1	1	3c	3c
KR611306	1	1	3c	3c
KR611255	1	1	3c	3c
KF790019	1	1	3c	3c
CY141176	1	1	3c	3c
KF790361	1	1	3c	3c
KF790106	1	1	3c	3c
KF789618	1	1	3c	3c
CY141213	1	1	3c	3c
CY141218	1	1	3c	3c
CY141230	1	1	3c	3c
CY141280	1	1	3c	3c
KF790316	1	1	3c	3c
KR611247	1	1	3c	3c
KF790378	1	1	3c	3c
KF789569	1	1	3c	3c
KF790167	1	1	3c	3c
KF790153	1	1	3c	3c
KF790059	1	1	3c	3c
KT844415	1	1	3c	3c
KF789780	1	1	3c	3c
CY141264	1	1	3c	3c
KF790356	1	1	3c	3c
KF790448	1	1	3c	3c
KF790060	1	1	3c	3c
KF789614	1	1	3c	3c
KT844413	1	1	3c	3c
KF199858	1	1	3c	3c
KF790109	1	1	3c	3c
MF150434	1	1	3c	3c
KF886305	1	1	3c	3c
KF886303	1	1	3c	3c
KF886358	1	1	3c	3c
KF789714	1	1	3c	3c
KF789684	1	1	3c	3c
CY134686	1	1	3c	3c
KF790084	1	1	3c	3c
KF790064	1	1	3c	3c
KT889240	1	1	3c	3c
KF790049	1	1	3c	3c
KF789547	1	1	3c	3c
KC892747	1	1	3c	3c
KT844408	1	1	3c	3c
CY141279	1	1	3c	3c
KF199854	1	1	3c	3c
KF789998	1	1	3c	3c
KF789613	1	1	3c	3c
KF886357	1	1	3c	3c
KF789752	1	1	3c	3c
KT844410	1	1	3c	3c
KT844427	1	1	3c	3c
KF789661	1	1	3c	3c
KF790360	1	1	3c	3c
KF790345	1	1	3c	3c
KP638134	1	1	3c	3c
CY147295	1	1	3c	3c
KF886340	1	1	3c	3c
KF790270	1	1	3c	3c
KF790286	1	1	3c	3c
KF790275	1	1	3c	3c
KF789725	1	1	3c	3c
KF789982	1	1	3c	3c
KF790197	1	1	3c	3c
KF790011	1	1	3c	3c
CY147297	1	1	3c	3c
CY141252	1	1	3c	3c
CY130191	1	1	3c	3c
KF789871	1	1	3c	3c
KC526213	1	1	3c	3c
KC892657	1	1	3c	3c
KF789587	1	1	3c	3c
CY141232	1	1	3c	3c
KP335884	1	1	3c	3c
KU299793	1	1	3c	3c
KU299809	1	1	3c	3c
KU299801	1	1	3c	3c
JX913035	1	1	3c	3c
JX913043	1	1	3c	3c
KU933869	1	1	3c	3c
KU933866	1	1	3c	3c
CY124247	1	1	3c	3c
MK729794	1	1	3c	3c
JX978770	1	1	3c	3c
KC488826	1	1	3c	3c
CY114538	1	1	3c	3c
CY114558	1	1	3c	3c
JX978743	1	1	3c	3c
KC488812	1	1	3c	3c
KC488843	1	1	3c	3c
JX978737	1	1	3c	3c
JX978761	1	1	3c	3c
KC892542	1	1	3c	3c
MF441081	1	1	3c	3c
MF441093	1	1	3c	3c
MF441102	1	1	3c	3c
KP335923	1	1	3c	3c
KC892859	1	1	3c	3c
KF928630	1	1	3c	3c
KT837104	1	1	3c2	3c2
CY148292	1	1	3c	3c
CY148396	1	1	3c	3c
CY148540	1	1	3c	3c
CY148404	1	1	3c	3c
CY148428	1	1	3c	3c
CY168471	1	1	3c	3c
CY186195	1	1	3c	3c
CY148852	1	1	3c	3c
MK730298	1	1	3c	3c
CY170223	1	1	3c	3c
MK730570	1	1	3c	3c
MK730586	1	1	3c	3c
CY169759	1	1	3c	3c
CY170607	1	1	3c	3c
MK730578	1	1	3c	3c
CY170071	1	1	3c	3c
CY250833	1	1	3c	3c
CY250841	1	1	3c	3c
CY251167	1	1	3c	3c
MK730082	1	1	3c	3c
CY251239	1	1	3c	3c
CY251287	1	1	3c	3c
CY250889	1	1	3c	3c
CY250937	1	1	3c	3c
KJ943626	1	1	3c	3c
KJ943751	1	1	3c	3c
KJ943573	1	1	3c	3c
KJ943767	1	1	3c	3c
CY251263	1	1	3c	3c
CY250953	1	1	3c	3c
CY251025	1	1	3c	3c
CY250921	1	1	3c	3c
CY251391	1	1	3c	3c
CY251041	1	1	3c	3c
CY251033	1	1	3c	3c
CY251367	1	1	3c	3c
CY251231	1	1	3c	3c
CY161168	1	1	3c	3c
CY163272	1	1	3c	3c
MK730178	1	1	3c	3c
CY251001	1	1	3c	3c
CY183065	1	1	3c	3c
CY251327	1	1	3c	3c
CY251359	1	1	3c	3c
CY251111	1	1	3c	3c
CY148332	1	1	3c	3c
CY169311	1	1	3c	3c
CY183025	1	1	3c	3c
CY148348	1	1	3c	3c
CY169527	1	1	3c	3c
CY168759	1	1	3c	3c
CY170767	1	1	3c	3c
KM244551	1	1	3c	3c
CY170647	1	1	3c	3c
CY170967	1	1	3c	3c
CY149084	1	1	3c	3c
CY168887	1	1	3c	3c
CY134788	1	1	3c	3c
MK730282	1	1	3c	3c
MK730482	1	1	3c	3c
MK730514	1	1	3c	3c
CY149260	1	1	3c	3c
CY134756	1	1	3c	3c
CY183049	1	1	3c	3c
CY183185	1	1	3c	3c
CY186027	1	1	3c	3c
CY186051	1	1	3c	3c
CY186123	1	1	3c	3c
CY182737	1	1	3c	3c
CY182777	1	1	3c	3c
CY182809	1	1	3c	3c
CY182865	1	1	3c	3c
CY182881	1	1	3c	3c
CY134812	1	1	3c	3c
CY134740	1	1	3c	3c
CY134956	1	1	3c	3c
CY134764	1	1	3c	3c
CY168583	1	1	3c	3c
KY116967	1	1	3c	3c
CY183041	1	1	3c	3c
CY183081	1	1	3c	3c
CY182793	1	1	3c	3c
CY135044	1	1	3c	3c
CY183241	1	1	3c	3c
CY134828	1	1	3c	3c
CY135060	1	1	3c	3c
CY135124	1	1	3c	3c
CY134780	1	1	3c	3c
CY168871	1	1	3c	3c
CY186035	1	1	3c	3c
CY170911	1	1	3c	3c
CY148364	1	1	3c	3c
CY148596	1	1	3c	3c
CY168063	1	1	3c	3c
CY168599	1	1	3c	3c
CY168863	1	1	3c	3c
CY186075	1	1	3c	3c
MK817822	1	1	3c	3c
CY182945	1	1	3c	3c
CY169807	1	1	3c	3c
CY170719	1	1	3c	3c
CY169023	1	1	3c	3c
CY171047	1	1	3c	3c
CY171055	1	1	3c	3c
CY171119	1	1	3c	3c
CY171231	1	1	3c	3c
CY171407	1	1	3c	3c
CY171631	1	1	3c	3c
CY171351	1	1	3c	3c
CY171583	1	1	3c	3c
CY171199	1	1	3c	3c
CY171639	1	1	3c	3c
CY171071	1	1	3c	3c
CY171335	1	1	3c	3c
MK730378	1	1	3c	3c
CY171303	1	1	3c	3c
CY170991	1	1	3c	3c
CY183177	1	1	3c	3c
CY170543	1	1	3c	3c
CY168295	1	1	3c	3c
CY186235	1	1	3c	3c
CY170799	1	1	3c	3c
CY183193	1	1	3c	3c
CY186059	1	1	3c	3c
CY169535	1	1	3c	3c
CY170591	1	1	3c	3c
CY170879	1	1	3c	3c
CY170823	1	1	3c	3c
CY170479	1	1	3c	3c
CY169199	1	1	3c	3c
CY182675	1	1	3c	3c
KJ943101	1	1	3c	3c
CY171135	1	1	3c	3c
CY171615	1	1	3c	3c
CY251343	1	1	3c	3c
CY171647	1	1	3c	3c
KJ942991	1	1	3c	3c
CY251247	1	1	3c	3c
CY171127	1	1	3c	3c
CY171655	1	1	3c	3c
CY251271	1	1	3c	3c
CY251223	1	1	3c	3c
CY251375	1	1	3c	3c
CY170735	1	1	3c	3c
CY250961	1	1	3c	3c
CY134884	1	1	3c	3c
CY169495	1	1	3c	3c
CY183305	1	1	3c	3c
CY134860	1	1	3c	3c
CY135100	1	1	3c	3c
CY134892	1	1	3c	3c
CY182913	1	1	3c	3c
CY170471	1	1	3c	3c
MK730354	1	1	3c	3c
MK730418	1	1	3c	3c
CY169847	1	1	3c	3c
CY170975	1	1	3c	3c
CY251447	1	1	3c	3c
CY167951	1	1	3c	3c
CY251215	1	1	3c	3c
CY168983	1	1	3c	3c
CY169007	1	1	3c	3c
CY170431	1	1	3c	3c
CY168407	1	1	3c	3c
KJ943618	1	1	3c	3c
CY250905	1	1	3c	3c
CY148956	1	1	3c	3c
CY148700	1	1	3c3	3c3
CY168927	1	1	3c3	3c3
MK730434	1	1	3c	3c
CY134996	1	1	3c3	3c3
MK817846	1	1	3c	3c
MK817802	1	1	3c	3c
CY183033	1	1	3c	3c
CY183113	1	1	3c	3c
CY183225	1	1	3c	3c
KJ741971	1	1	3c	3c
KM654806	1	1	3c	3c
MK730226	1	1	3c	3c
KF805672	1	1	3c	3c
AB796432	1	1	3c	3c
KC892490	1	1	3c	3c
KF789671	1	1	3c	3c
KF886348	1	1	3c	3c
KM064386	1	1	3c3	3c3
KJ567659	1	1	3c	3c
KJ567658	1	1	3c	3c
KC892225	1	1	3c	3c
KC892241	1	1	3c	3c
KF886352	1	1	3c	3c
KY328787	1	1	3c	3c
KT889238	1	1	3c	3c
KF886323	1	1	3c	3c
KF789829	1	1	3c	3c
KF789591	1	1	3c	3c
KF790514	1	1	3c3	3c3
KF789767	1	1	3c	3c
CY187723	1	1	3c3	3c3
KM064207	1	1	3c	3c
KM208552	1	1	3c	3c
KM208561	1	1	3c	3c
KM208567	1	1	3c	3c
KM208564	1	1	3c	3c
MG196330	1	1	3c	3c
CY141211	1	1	3c	3c
CY141269	1	1	3c	3c
KT843303	1	1	3c3	3c3
KY328786	1	1	3c	3c
KR611851	1	1	3c	3c
KR611844	1	1	3c	3c
KT838445	1	1	3c3	3c3
KF952368	1	1	3c	3c
KF952365	1	1	3c	3c
KF952376	1	1	3c	3c
KF952364	1	1	3c	3c
KF952366	1	1	3c	3c
KF952375	1	1	3c	3c
KF952377	1	1	3c	3c
KF952367	1	1	3c	3c
KF952381	1	1	3c	3c
KF952384	1	1	3c	3c
KF952386	1	1	3c	3c
KF952385	1	1	3c	3c
KF952371	1	1	3c	3c
KF952362	1	1	3c	3c
KF952361	1	1	3c	3c
KF952357	1	1	3c	3c
KF952358	1	1	3c	3c
KF952363	1	1	3c	3c
KF952369	1	1	3c	3c
KF952370	1	1	3c	3c
LC111605	1	1	3c	3c
KC513483	1	1	3c	3c
KC513482	1	1	3c	3c
LC091007	1	1	3c	3c
LC091006	1	1	3c	3c
KC513477	1	1	3c	3c
LC091004	1	1	3c	3c
LC091005	1	1	3c	3c
LC091008	1	1	3c	3c
KM069544	1	1	3c	3c
LC090993	1	1	3c	3c
LC090990	1	1	3c	3c
LC090991	1	1	3c	3c
LC090992	1	1	3c	3c
LC090999	1	1	3c	3c
LC090997	1	1	3c	3c
LC090995	1	1	3c	3c
LC090996	1	1	3c	3c
LC091001	1	1	3c	3c
LC090998	1	1	3c	3c
LC090994	1	1	3c	3c
LC090989	1	1	3c	3c
LC091000	1	1	3c	3c
LC091002	1	1	3c	3c
LC091003	1	1	3c	3c
LC090988	1	1	3c	3c
LC091011	1	1	3c	3c
CY125677	1	1	3c	3c
CY125681	1	1	3c	3c
KM069565	1	1	3c	3c
KM069570	1	1	3c	3c
KM069581	1	1	3c	3c
LC090987	1	1	3c	3c
CY125679	1	1	3c	3c
CY125691	1	1	3c	3c
KF014151	1	1	3c	3c
KM069552	1	1	3c	3c
KM069559	1	1	3c	3c
KM069562	1	1	3c	3c
KF014196	1	1	3c	3c
JX437841	1	1	3c	3c
CY125689	1	1	3c	3c
KF612194	1	1	3c	3c
KM069567	1	1	3c	3c
MN250920	1	1	3c	3c
LC091010	1	1	3c	3c
KM069568	1	1	3c	3c
KM069563	1	1	3c	3c
LC090946	1	1	3c	3c
LC090944	1	1	3c	3c
LC090941	1	1	3c	3c
LC090942	1	1	3c	3c
LC090960	1	1	3c	3c
LC090962	1	1	3c	3c
LC090943	1	1	3c	3c
LC090952	1	1	3c	3c
LC090951	1	1	3c	3c
LC090950	1	1	3c	3c
LC090959	1	1	3c	3c
LC090958	1	1	3c	3c
KM069574	1	1	3c	3c
KM069579	1	1	3c	3c
KF432083	1	1	3c	3c
KM069572	1	1	3c	3c
KM069578	1	1	3c	3c
LC090954	1	1	3c	3c
LC090955	1	1	3c	3c
LC090956	1	1	3c	3c
LC090953	1	1	3c	3c
LC090947	1	1	3c	3c
LC090948	1	1	3c	3c
LC090949	1	1	3c	3c
LC090961	1	1	3c	3c
LC090945	1	1	3c	3c
LC091012	1	1	3c	3c
KM069573	1	1	3c	3c
LC090985	1	1	3c	3c
LC090984	1	1	3c	3c
LC090986	1	1	3c	3c
LC090983	1	1	3c	3c
LC090963	1	1	3c	3c
KF451881	1	1	3c	3c
LC091009	1	1	3c	3c
CY124489	1	1	3c	3c
MG196337	1	1	3c	3c
KU289627	1	1	3c	3c
KU289632	1	1	3c	3c
KU558944	1	1	3c	3c
KY509836	1	1	3c	3c
KC488817	1	1	3c	3c
KC893090	1	1	3b	3b
KC892474	1	1	3b	3b
KC892230	1	1	3b	3b
KC892959	1	1	3b	3b
KC892536	1	1	3b	3b
KU299827	1	1	3b	3b
KC893099	1	1	3b	3b
KY801317	1	1	3b	3b
KY801320	1	1	3b	3b
KT889257	1	1	3b	3b
KC883173	1	1	3b	3b
KT888611	1	1	3b	3b
KT888613	1	1	3b	3b
KC892367	1	1	3b	3b
KT888603	1	1	3b	3b
KT888637	1	1	3b	3b
KC892764	1	1	3b	3b
KC883446	1	1	3b	3b
KT888633	1	1	3b	3b
KP335865	1	1	3b	3b
KP335873	1	1	3b	3b
KC892236	1	1	3b	3b
KC892926	1	1	3b	3b
KC892675	1	1	3b	3b
KC892699	1	1	3b	3b
KC892323	1	1	3b	3b
KC892809	1	1	3b	3b
KC892288	1	1	3b	3b
KT888787	1	1	3b	3b
KC892364	1	1	3b	3b
KC892266	1	1	3b	3b
KC892638	1	1	3b	3b
KC892702	1	1	3b	3b
CY120890	1	1	3b	3b
KT888608	1	1	3b	3b
KC892432	1	1	3b	3b
KF598720	1	1	3b	3b
KF551069	1	1	3b	3b
KC892268	1	1	3b	3b
KC892995	1	1	3b	3b
KC883166	1	1	3b	3b
KC892567	1	1	3b	3b
KC892799	1	1	3b	3b
KC893059	1	1	3b	3b
KT888604	1	1	3b	3b
KP335872	1	1	3b	3b
KC892382	1	1	3b	3b
KC892988	1	1	3b	3b
KC892719	1	1	3b	3b
KT888607	1	1	3b	3b
KT888615	1	1	3b	3b
KF598732	1	1	3b	3b
KC892329	1	1	3b	3b
KY801319	1	1	3b	3b
KC892741	1	1	3b	3b
KC892429	1	1	3b	3b
KC135496	1	1	3b	3b
KC892655	1	1	3b	3b
KF551068	1	1	3b	3b
KT888795	1	1	3b	3b
KT888796	1	1	3b	3b
KC892373	1	1	3b	3b
KC892257	1	1	3b	3b
KC892400	1	1	3b	3b
KT888606	1	1	3b	3b
KF598730	1	1	3b	3b
KT889141	1	1	3b	3b
KC892962	1	1	3b	3b
KC892732	1	1	3b	3b
KC892172	1	1	3b	3b
KC892744	1	1	3b	3b
KC892456	1	1	3b	3b
KF790394	1	1	3b	3b
KP335894	1	1	3b	3b
KC892181	1	1	3b	3b
KF598718	1	1	3b	3b
KF598719	1	1	3b	3b
KF598713	1	1	3b	3b
KF598723	1	1	3b	3b
KF598728	1	1	3b	3b
KC892303	1	1	3b	3b
KF598703	1	1	3b	3b
KF598704	1	1	3b	3b
KF598706	1	1	3b	3b
KF598709	1	1	3b	3b
KC892388	1	1	3b	3b
KF598708	1	1	3b	3b
KF598712	1	1	3b	3b
KC892882	1	1	3b	3b
KC893153	1	1	3b	3b
KF598722	1	1	3b	3b
KC892284	1	1	3b	3b
KC893023	1	1	3b	3b
KF598702	1	1	3b	3b
KC892635	1	1	3b	3b
KC892774	1	1	3b	3b
KC893107	1	1	3b	3b
KC892349	1	1	3b	3b
KC892806	1	1	3b	3b
KC893166	1	1	3b	3b
KC892546	1	1	3b	3b
KC892498	1	1	3b	3b
KC892519	1	1	3b	3b
KC892998	1	1	3b	3b
KC892416	1	1	3b	3b
KC892399	1	1	3b	3b
KT889154	1	1	3b	3b
MF441071	1	1	3b	3b
MF441079	1	1	3b	3b
KT888614	1	1	3b	3b
KC892696	1	1	3b	3b
KT888638	1	1	3b	3b
KC892838	1	1	3b	3b
KC892206	1	1	3b	3b
KT889214	1	1	3b	3b
KC892667	1	1	3b	3b
KT889232	1	1	3b	3b
KC892317	1	1	3b	3b
KC893169	1	1	3b	3b
KC892573	1	1	3b	3b
KC893180	1	1	3b	3b
KC893183	1	1	3b	3b
CY120883	1	1	3b	3b
KC883193	1	1	3b	3b
KU299832	1	1	3b	3b
KU299837	1	1	3b	3b
KU299842	1	1	3b	3b
KJ577157	1	1	3b	3b
KP638126	1	1	3b	3b
KC892192	1	1	3b	3b
KC892320	1	1	3b	3b
KC865633	1	1	3b	3b
KC865641	1	1	3b	3b
KC865643	1	1	3b	3b
KC865645	1	1	3b	3b
KC865621	1	1	3b	3b
KY949244	1	1	3b	3b
KY949248	1	1	3b	3b
KP335869	1	1	3b	3b
KF000055	1	1	3b	3b
KF000057	1	1	3b	3b
KF000059	1	1	3b	3b
KF000060	1	1	3b	3b
KC893096	1	1	3b	3b
KC892540	1	1	3b	3b
CY168167	1	1	3b	3b
CY250865	1	1	3b	3b
CY250873	1	1	3b	3b
CY251175	1	1	3b	3b
CY251049	1	1	3b	3b
CY250977	1	1	3b	3b
CY251065	1	1	3b	3b
CY250913	1	1	3b	3b
CY251255	1	1	3b	3b
CY251335	1	1	3b	3b
CY160392	1	1	3b	3b
CY160416	1	1	3b	3b
CY160504	1	1	3b	3b
CY162000	1	1	3b	3b
CY162336	1	1	3b	3b
CY160808	1	1	3b	3b
CY161240	1	1	3b	3b
CY161840	1	1	3b	3b
CY161008	1	1	3b	3b
CY162992	1	1	3b	3b
CY161352	1	1	3b	3b
CY162680	1	1	3b	3b
CY161592	1	1	3b	3b
CY162832	1	1	3b	3b
CY162632	1	1	3b	3b
CY250825	1	1	3b	3b
CY160608	1	1	3b	3b
CY162120	1	1	3b	3b
CY160528	1	1	3b	3b
CY163120	1	1	3b	3b
CY160576	1	1	3b	3b
CY160856	1	1	3b	3b
CY162032	1	1	3b	3b
CY162744	1	1	3b	3b
CY161992	1	1	3b	3b
CY163088	1	1	3b	3b
MK730210	1	1	3b	3b
MK730122	1	1	3b	3b
MK730050	1	1	3b	3b
MK730058	1	1	3b	3b
MK730194	1	1	3b	3b
CY163048	1	1	3b	3b
CY251151	1	1	3b	3b
MK730218	1	1	3b	3b
MK730146	1	1	3b	3b
MK730186	1	1	3b	3b
CY162040	1	1	3b	3b
CY250857	1	1	3c	3c
MK730074	1	1	3c	3c
MK730130	1	1	3c	3c
KC488837	1	1	3c	3c
KC488831	1	1	3c	3c
KC488823	1	1	3c	3c
KC892985	1	1	3c	3c
KC020360	1	1	3c	3c
KC892860	1	1	3c	3c
KC892901	1	1	3c	3c
KC892866	1	1	3c	3c
KC892918	1	1	3c	3c
KT888635	1	1	3c	3c
KT889131	1	1	3c	3c
KC892218	1	1	3c	3c
KP335871	1	1	3c	3c
KP638006	1	1	3c	3c
KP638078	1	1	3c	3c
KC892193	1	1	3c	3c
KC892279	1	1	3c	3c
KT888609	1	1	3c	3c
KT889234	1	1	3c	3c
KP335888	1	1	3c	3c
KC892960	1	1	3c	3c
KU299817	1	1	3c	3c
KC892722	1	1	3c	3c
KC892336	1	1	3c	3c
KT889138	1	1	3c	3c
KC892613	1	1	3c	3c
CY124467	1	1	3c	3c
CY124233	1	1	3c	3c
CY124449	1	1	3c	3c
CY124277	1	1	3b	3b
KC020358	1	1	3c	3c
KC020359	1	1	3c	3c
CY124223	1	1	3c	3c
CY124275	1	1	3c	3c
CY124463	1	1	3c	3c
CY124471	1	1	3c	3c
CY124501	1	1	3c	3c
CY124283	1	1	3c	3c
CY124355	1	1	3c	3c
CY124359	1	1	3c	3c
CY124493	1	1	3c	3c
CY124367	1	1	3c	3c
CY124345	1	1	3c	3c
CY124245	1	1	3c	3c
CY124255	1	1	3c	3c
KC020362	1	1	3c	3c
CY124363	1	1	3c	3c
CY124151	1	1	3c	3c
CY124395	1	1	3c	3c
CY124417	1	1	3c	3c
CY124399	1	1	3c	3c
CY124229	1	1	3c	3c
CY124333	1	1	3c	3c
CY124401	1	1	3c	3c
CY124327	1	1	3c	3c
CY124329	1	1	3c	3c
CY124279	1	1	3c	3c
CY124261	1	1	3c	3c
CY124237	1	1	3c	3c
CY124361	1	1	3c	3c
CY124465	1	1	3c	3c
CY124249	1	1	3c	3c
CY124253	1	1	3c	3c
CY124171	1	1	3c	3c
CY124173	1	1	3c	3c
CY124299	1	1	3c	3c
CY124307	1	1	3c	3c
CY124319	1	1	3c	3c
CY124209	1	1	3b	3b
CY124419	1	1	3b	3b
CY124321	1	1	3b	3b
CY124325	1	1	3b	3b
CY124337	1	1	3b	3b
CY124347	1	1	3b	3b
CY124439	1	1	3b	3b
CY124423	1	1	3c	3c
CY124251	1	1	3c	3c
CY124441	1	1	3c	3c
CY124181	1	1	3c	3c
CY124317	1	1	3c	3c
CY124411	1	1	3c	3c
CY124313	1	1	3c	3c
CY124221	1	1	3c	3c
CY124413	1	1	3c	3c
CY124207	1	1	3c	3c
CY124159	1	1	3b	3b
CY124259	1	1	3b	3b
CY124407	1	1	3b	3b
CY124331	1	1	3b	3b
CY124473	1	1	3b	3b
CY124161	1	1	3b	3b
CY124271	1	1	3b	3b
CY124475	1	1	3b	3b
CY124487	1	1	3b	3b
CY124287	1	1	3b	3b
CY124265	1	1	3b	3b
CY124483	1	1	3b	3b
CY124257	1	1	3b	3b
CY124335	1	1	3b	3b
CY124309	1	1	3b	3b
CY124377	1	1	3b	3b
CY124315	1	1	3b	3b
CY124393	1	1	3b	3b
CY124447	1	1	3b	3b
